,author,title,description,url,urlToImage,publishedAt,content,status,totalResults,id,name
32,The Economist,"Why businesses are still furiously hiring, even as a downturn looms",A shake-up in the labour market gives the upper hand to job applicants,https://www.economist.com/business/2022/09/04/why-businesses-are-still-furiously-hiring-even-as-a-downturn-looms,https://www.economist.com/img/b/1280/720/90/media-assets/image/20220903_FNP505.jpg,2022-09-04T17:51:28Z,"Should companies be hiring or firing? Demand for workers has roared back over the past two years. But labour supply has not kept pace, and shortages are pervasive. That means many firms need to hire.… [+8970 chars]",ok,326,,The Economist
33,Ray Flook,"Elon Musk's Twitter Take on Tolkien, LOTR: TROP Begs to Be Mocked","It didn't take long once the cast for Amazon, J.D. Payne & Patrick McKay's The Lord of the Rings: The Rings of Power was announced for the same group of self-hating trolls that go after anything that doesn't fit their narrow-minded, ""white-washed"" view of how…",https://bleedingcool.com/tv/elon-musks-twitter-take-on-tolkien-lotr-trop-begs-to-be-mocked/,https://bleedingcool.com/wp-content/uploads/2022/09/FotoJet-2022-09-05T175444.014-1200x628.jpg,2022-09-05T22:58:19Z,"It didn't take long once the cast for Amazon, J.D. Payne &amp; Patrick McKay's The Lord of the Rings: The Rings of Power was announced for the same group of self-hating trolls that go after anything … [+4886 chars]",ok,326,,Bleeding Cool News
34,Christiaan Hetzner,"Apple to reveal its iPhone 14 on Wednesday—here’s what you can expect, including potential farewells to the ‘notch’ and the iPhone Mini","CEO Tim Cook runs a seemingly unstoppable juggernaut that reported yet another quarterly revenue record in July, bolstered by its flagship product that accounts for half its sales. Yet there is no sign of revolutionary new consumer tech products like an Apple…",https://fortune.com/2022/09/06/apple-iphone-tim-cook-far-out-event-smartphone-watch-airpods-ipad-tablet-car-headset/,"https://content.fortune.com/wp-content/uploads/2022/09/GettyImages-1401381531.jpg?resize=1200,600",2022-09-06T12:38:10Z,Tim Cook is due to announce a raft of new products and features at the Apple CEOs Far Out Event on Wednesdaybut the jury is out whether he will deliver true meaningful innovations to his legion of de… [+3347 chars],ok,326,fortune,Fortune
35,Jill Shen,Li Auto deliveries halve in August while Seres and Zeekr see growth,Li Auto’s shortfall highlighted a more competitive market and a preference among Chinese consumers to gravitate towards the latest products.,http://technode.com/2022/09/06/li-auto-deliveries-halve-in-august-while-seres-and-zeekr-see-growth/,https://technode.com/wp-content/uploads/2022/09/172121709_m1.jpg,2022-09-06T07:40:14Z,"Chinese electric vehicle upstarts Li Auto and Xpeng saw declines in August, while Huaweis auto partner Seres and Geelys Zeekr saw strong growth. Among them, Li Auto reported a record decline in Augus… [+3597 chars]",ok,326,,TechNode
36,Andi Ortiz,Elon Musk Says ‘Tolkien Is Turning in His Grave’ Over Depiction of Male Characters in ‘Rings of Power’,Elon Musk took to Twitter to complain about the male characters depicting in Amazon's Lord of the Rings series The Rings of Power.,http://www.thewrap.com/elon-musk-lord-of-the-rings-the-rings-of-power-criticism-male-characters/,https://www.thewrap.com/wp-content/uploads/2022/09/Untitled-design.jpg,2022-09-06T13:51:08Z,"Elon Musk has added his voice to those who are upset about Amazon’s new “Lord of the Rings” prequel series, “The Rings of Power.” But, where some are complaining about the diverse casting of the show… [+2241 chars]",ok,326,,TheWrap
37,Lylla Younes,‘Make the clean stuff cheaper’: Did the IRA kill the carbon tax?,How Democrats came around to cutting taxes to save the climate.,http://grist.org/politics/did-biden-inflation-reduction-act-ira-kill-the-carbon-tax/,https://grist.org/wp-content/uploads/2022/09/carbon-tax-to-tax-credits.jpg,2022-09-06T10:45:00Z,"At a press conference during the Paris climate summit in 2015, when leaders from 196 countries had gathered to reach an agreement on how to slow climate change, President Barack Obama proposed a solu… [+13294 chars]",ok,326,,Grist
38,Al Root,Ford and Rivian Recall Some EVs,Some recalls involving Ford's Mustang Mach E along with Rivian's R1T pickup truck and R1S SUV were listed on NHTSA's website Monday.,https://www.barrons.com/articles/ford-rivian-electric-vehicle-recalls-51662386229,https://images.barrons.com/im-607522/social,2022-09-05T13:57:00Z,"EV recalls are headline making. EVs are new and trying to disrupt the century-plus old auto industry. But EVs, in the end, are just cars with batteries and many EV recalls are for very car-like issue… [+2051 chars]",ok,326,,Barron's
39,U.Today,Elon Musk Complains About Bots Impersonating Binance CEO,Tesla CEO Elon Musk is currently involved in a bitter legal fight with Twitter over spam bots,https://u.today/elon-musk-complains-about-bots-impersonating-binance-ceo,https://u.today/sites/default/files/styles/twitter/public/2022-09/23104.jpg,2022-09-06T06:33:46Z,"In a recent tweet, Tesla CEO Elon Musk complained that the majority of his comments are filled with cryptocurrency bots.
He attached a screenshot, which shows a bunch of fake accounts impersonating … [+1161 chars]",ok,326,,U.Today
40,Nick Corbishley,The Race for Lithium is Heating Up in Latin America,"As the US remains ""grossly unprepared"" to meet the exponential increase in demand for lithium over the next decade, it stakes a claim to Argentina's massive deposits of ""white gold."" For Argentina's benefit, of course.",https://www.nakedcapitalism.com/2022/09/have-the-lithium-wars-already-begun-in-latin-america.html,,2022-09-06T10:54:53Z,"This is Naked Capitalism fundraising week. 239 donors have already invested in our efforts to combat corruption and predatory conduct, particularly in the financial realm. Please join us and particip… [+12112 chars]",ok,326,,Nakedcapitalism.com
41,satyam kumar,Stock Price Prediction using Machine Learning in Python,"Machine learning proves immensely helpful in many industries in automating tasks that earlier required human labor one such application of ML is predicting whether a… Read More
The post Stock Price Prediction using Machine Learning in Python appeared first on…",https://www.geeksforgeeks.org/stock-price-prediction-using-machine-learning-in-python/,https://media.geeksforgeeks.org/wp-content/cdn-uploads/gfg_200x200-min.png,2022-09-04T05:37:04Z,Machine learning proves immensely helpful in many industries in automating tasks that earlier required human labor one such application of ML is predicting whether a particular trade will be profitab… [+10121 chars],ok,326,,Geeksforgeeks.org
42,Dan Maloney,"Hackaday Links: September 4, 2022","Say what you will about Tesla, but there’s little doubt that the electric vehicle maker inspires a certain degree of fanaticism in owners. We’re used to the ones who can’t …read more",https://hackaday.com/2022/09/04/hackaday-links-september-4-2022/,https://hackaday.com/wp-content/uploads/2014/11/had-links-banner.jpg,2022-09-04T23:00:46Z,"Say what you will about Tesla, but there’s little doubt that the electric vehicle maker inspires a certain degree of fanaticism in owners. We’re used to the ones who can’t stop going on about neck-sn… [+3146 chars]",ok,326,,Hackaday
43,MarketsandMarkets Research Pvt. Ltd.,Automotive Artificial Intelligence Market worth $7.0 Billion by 2027 – Exclusive Report by MarketsandMarkets™,"Chicago, Sept. 05, 2022 (GLOBE NEWSWIRE) -- Automotive Artificial Intelligence Market size is projected to grow from USD 2.3 Billion in 2022 to USD 7.0...",https://finance.yahoo.com/news/automotive-artificial-intelligence-market-worth-133000364.html,https://s.yimg.com/uu/api/res/1.2/L1m5.zuz7y8yLmqzJ8ZfhQ--~B/aD0yMjk7dz02Njk7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/globenewswire.com/d4c3eb630bf83da5a3947696840b275d,2022-09-05T13:30:00Z,"MarketsandMarkets Research Pvt. Ltd.
Chicago, Sept. 05, 2022 (GLOBE NEWSWIRE) -- Automotive Artificial Intelligence Market size is projected to grow from USD 2.3 Billion in 2022 to USD 7.0 Billion b… [+5993 chars]",ok,326,,Yahoo Entertainment
44,,TuneIn Scores with UEFA Champions League,SAN FRANCISCO--(BUSINESS WIRE)--Newly inked content distribution deal between TuneIn and the UEFA Champions League brings this season's biggest games to TuneIn Premium,https://www.businesswire.com/news/home/20220906005933/en/TuneIn-Scores-with-UEFA-Champions-League,https://mms.businesswire.com/media/20220906005933/en/1562491/23/TuneIn_Logo_Digital_Blk.jpg,2022-09-06T18:05:06Z,"SAN FRANCISCO--(BUSINESS WIRE)--TuneIn, the worlds leading live streaming audio service, is pleased to announce that users can now stream the biggest UEFA Champions League games this season. Soccer f… [+3156 chars]",ok,326,,Business Wire
45,Reuters,Inside Tesla’s drive to keep Musk’s battery promise,By Norihiko Shirouzu and Paul Lienert (Reuters) -   The secret behind Elon Musk&#039;s goal of selling 20 million Tesla&#039;s a year by 2030 lies in its pioneering battery technology.,https://www.fxempire.com/news/article/inside-teslas-drive-to-keep-musks-battery-promise-1117430,https://responsive.fxempire.com/width/600/webp-lossy-70.q50/_fxempire_/2022/09/tagreuters.com2022newsml_LYNXMPEI850661.jpg,2022-09-06T05:23:18Z,"The good news is that by using bigger cells and a new process to dry-coat electrodes, Tesla could halve the cost of a Model Y battery, saving more than 8% of the cars U.S. starting price, battery exp… [+7562 chars]",ok,326,,FX Empire
46,Sarah Ellison,POLITICO's new German owner has 'contrarian' plan for American media...,"POLITICO's new German owner has 'contrarian' plan for American media...

 
 
 
 (Third column, 1st story, link)

 

 

 
 Related stories:Invited Colleagues to 'Pray' for Trump Re-Election...",https://www.washingtonpost.com/media/2022/09/06/mathias-dopfner-trump-email-axel-springer-politico/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/WSRBBGU6CII6ZFBYEVLQTNWN3Q.jpg&w=1440,2022-09-06T12:01:39Z,"Comment on this story
BERLIN Months after his company bought Politico, Mathias Döpfner stood atop Axel Springers 19-story headquarters, gazing out at the double row of cobblestones that mark the out… [+22128 chars]",ok,326,the-washington-post,The Washington Post
47,Tina Casey,Mullen Dreams Of Electric Vehicles That Make Pure Water From The Air,"As more electric vehicles crowd into the market, one startup is looking to stand out with an onboard water-making system.",https://cleantechnica.com/2022/09/05/mullen-dreams-of-electric-vehicles-that-make-pure-water-from-the-air/,https://cleantechnica.com/files/2022/09/electric-vehicles-water-air-Mullen-WaterGen.png,2022-09-05T17:00:25Z,"The world’s leading automakers are beginning to pour electric vehicles into the market at a rapid clip, and that makes it all the more difficult for a startup to stand out from the crowd. The Califor… [+7329 chars]",ok,326,,CleanTechnica
48,U.Today,Will Musk Pump Dogecoin on TV Again? He's Invited to Chris Rock's Show,"Tesla boss has been invited by comedian Chris Rock to open show, will Musk use his second appearance on TV to pump Dogecoin?",https://u.today/will-musk-pump-dogecoin-on-tv-again-hes-invited-to-chris-rocks-show,https://u.today/sites/default/files/styles/twitter/public/2022-09/23088.jpg,2022-09-05T14:04:00Z,Disclaimer: The opinion expressed here is not investment advice it is provided for informational purposes only. It does not necessarily reflect the opinion of U.Today. Every investment and all tradin… [+2754 chars],ok,326,,U.Today
49,Ray Flook,Neil Gaiman to Elon Musk on LOTR: Stick To What You Already Don't Know,"Look, we didn't need another reason to love Neil Gaiman. We already bonded with the dude with American Gods (book and series), and that's before taking a deeper dive into his entire body of work. Outside of that, we also have righteous respect for his willing…",https://bleedingcool.com/tv/neil-gaiman-to-elon-musk-on-lotr-stick-to-what-you-already-dont-know/,https://bleedingcool.com/wp-content/uploads/2022/09/FotoJet-2022-09-05T175444.014-1200x628.jpg,2022-09-06T13:01:13Z,"Look, we didn't need another reason to love Neil Gaiman. We already bonded with the dude with American Gods (book and series), and that's before taking a deeper dive into his entire body of work. Out… [+6027 chars]",ok,326,,Bleeding Cool News
50,,Elon Musk Says Chris Rock Has Invited Him To Open One Of His Shows,Tesla CEO Elon Musk on Sunday revealed that comedian Chris Rock has invited him to open one of his forthcoming shows.,https://www.ndtv.com/world-news/elon-musk-says-chris-rock-has-invited-him-to-open-one-of-his-shows-3316704,https://c.ndtvimg.com/2022-08/s9s7hjo_elon-musk_625x300_31_August_22.jpg,2022-09-05T08:34:05Z,"Internet users were quick to react to Mr Musk's announcement.
Tesla CEO Elon Musk on Sunday revealed that comedian Chris Rock has invited him to open one of his forthcoming shows. 
The news emerged… [+1676 chars]",ok,326,,NDTV News
51,Rob Minto,Twitter's Share Price is Back to Where it Started Before Musk's Bid,"Despite all the twists and turns, the company's value is back to where it was before Elon Musk became interested in purchasing Twitter",https://www.newsweek.com/twitter-share-price-back-level-before-elon-musk-bid-1740329,https://d.newsweek.com/en/full/2110862/musk-norway.jpg,2022-09-06T16:48:57Z,"As the Twitter-Elon Musk battle heads to court next month, the social media company is back where it started - with a share price of around $38, valuing it at around $30 billion.
The battle to own T… [+4911 chars]",ok,326,newsweek,Newsweek
52,Eric Italiano,Noted Middle-Earth And TV Expert Elon Musk Has Some Complaints About Amazon’s ‘Lord Of The Rings’,"Seemingly inspired by Logan Paul’s Twitter review of Jordan Peele’s Nope — which the boxer and social media personality declared was “one of the worst movies” he’s seen — Elon Musk has hopped on his favorite social media platform, as he so often does, to revi…",https://brobible.com/culture/article/elon-musk-lord-of-the-rings-review/,https://brobible.com/wp-content/uploads/2022/09/elon-musk.jpg,2022-09-06T15:59:07Z,"Getty Image
Seemingly inspired by Logan Paul’s Twitter review of Jordan Peele’s Nope — which the boxer and social media personality declared was “one of the worst movies” he’s seen — Elon Musk has h… [+1697 chars]",ok,326,,BroBible
53,ABC News,The most important cryptocurrency event in years is about to begin – and the biggest windfall goes to the planet,"Amid the continuous noise about cryptocurrencies, it's often hard to pick out what really matters. However this month, if all goes to plan, the energy-hungry digital sector will undergo its biggest shake-up in years, writes John Quiggan.",https://www.abc.net.au/news/2022-09-05/cryptocurrency-ethereum-bitcoin-carbon-emissions/101407134,https://live-production.wcms.abc-cdn.net.au/9cbb9db4f1b3b9d450d58f92635cc001?impolicy=wcms_crop_resize&cropH=2813&cropW=5000&xPos=0&yPos=189&width=862&height=485,2022-09-05T05:56:07Z,"Amid the continuous noise about cryptocurrencies, it's often hard to pick out what really matters.
However this month, if all goes to plan, the energy-hungry digital sector will undergo its biggest … [+6003 chars]",ok,326,abc-news-au,ABC News (AU)
54,,Elon Musk's 20 Million Tesla Sales Goal Driven By Battery Technology,The secret behind Elon Musk's goal of selling 20 million Tesla's a year by 2030 lies in its pioneering battery technology.,https://www.ndtv.com/business/elon-musks-20-million-tesla-sales-goal-by-2030-is-its-battery-technology-3320707,https://c.ndtvimg.com/2022-09/prn0da48_reuters-image_625x300_06_September_22.jpg,2022-09-06T11:58:55Z,"Inside Tesla's drive to keep Musk's battery promise
The secret behind Elon Musk's goal of selling 20 million Tesla's a year by 2030 lies in its pioneering battery technology.
The good news is that … [+7809 chars]",ok,326,,NDTV News
55,Jovan Buac,The Resizing of Retail,There are some interesting things goings on along high streets at the moment. You might see a B&Q next to your local coffee shop. Odd. Or a new IKEA next to Nike and Vans on Oxford Street soon. Interesting.,https://www.brandingmag.com/jovan-buac/the-resizing-of-retail/,https://www.brandingmag.com/wp-content/uploads/2022/09/Jovan_Buac_003_COVER-1200x628.jpg,2022-09-06T07:00:20Z,There are some interesting things goings on along high streets at the moment. You might see a B&amp;Q next to your local coffee shop. Odd. Or a new IKEA next to Nike and Vans on Oxford Street soon. I… [+5454 chars],ok,326,,Brandingmag.com
56,Joshua Fineman,Manchester United climbs on report Glazer family looking for £3.75B in sale,Manchester United (MANU) rose 1.7% in premarket trading amid a report that the Glazer family is looking for £3.75 billion $(4.32 billion) in a potential sale of the famed English...,https://seekingalpha.com/news/3880413-manchester-united-climbs-on-report-glazer-family-looking-for-375b-in-sale,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1023221290/image_1023221290.jpg?io=getty-c-w750,2022-09-06T13:04:29Z,"coward_lion/iStock Editorial via Getty Images
Manchester United (NYSE:MANU) rose 1.7% in premarket trading amid a report that the Glazer family is looking for £3.75 billion $(4.32 billion) in a pote… [+1014 chars]",ok,326,,Seeking Alpha
57,SkyQuest Technology Consulting Pvt. Ltd.,"Solar Power Market to Hit Sales of $298.86 Billion by 2028 | Europe Imports Solar Module Worth $2 Billion From China | China Aims to Generate 1,200 GW of Solar Energy by 2030","Global solar power market was valued to be USD 184.9 billion in 2021, and it is anticipated to reach USD 298.86 billion by 2028 at a CAGR of 7.1% over the...",https://finance.yahoo.com/news/solar-power-market-hit-sales-133300821.html,https://s.yimg.com/uu/api/res/1.2/ZSftfmuEe.sQl_XkiHRSLQ--~B/aD0xNjA7dz0xMTIwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/globenewswire.com/f7f03b10ffccfd08133740bcb83b8888,2022-09-06T13:33:00Z,"SkyQuest Technology Consulting Pvt. Ltd.
Global solar power market was valued to be USD 184.9 billion in 2021, and it is anticipated to reach USD 298.86 billion by 2028 at a CAGR of 7.1% over the fo… [+6836 chars]",ok,326,,Yahoo Entertainment
58,David Ludlow,Ecoflow Delta 2 portable power station promises long life and flexibility,"With the soaring costs of energy, portable power stations aren’t just useful for those camping, they can provide a source of cheap, reliable power for regular households, too. The Ecoflow Delta 2 is an upgrade on the company’s older Delta product, promising a…",https://www.trustedreviews.com/news/ecoflow-delta-2-portable-power-station-promises-long-life-and-flexibility-4263906,https://www.trustedreviews.com/wp-content/uploads/sites/54/2022/09/EcoFlow-Delta-2.jpg,2022-09-05T14:54:08Z,"With the soaring costs of energy, portable power stations aren’t just useful for those camping, they can provide a source of cheap, reliable power for regular households, too. The Ecoflow Delta 2 is … [+1871 chars]",ok,326,,TrustedReviews
59,Emily Tonelli,Elon Musk Says ‘90%’ of Twitter Comments Are Bots—Binance CEO CZ Agrees,"Elon Musk has again criticized Twitter for its spam accounts, this time with Binance chief Chanpeng Zhao chiming in on the problem.",https://decrypt.co/109042/elon-musk-says-90-twitter-comments-are-bots-binance-ceo-cz-agrees,https://cdn.decrypt.co/resize/1024/height/512/wp-content/uploads/2021/01/Webp.net-resizeimage23-gID_1.jpg,2022-09-06T09:25:59Z,"Tesla CEO Elon Musk said yesterday that 90% of [his] comments are bots, sharing a screenshot of various fake accounts of Binance boss Changpeng Zhao replying to Musk.
Twitter please, I see enough of… [+2370 chars]",ok,326,,Decrypt
60,Dan England,How Colorado’s abortion access could impact businesses in Boulder County - Boulder Daily Camera,Business owner Angela Wilson hopes to add a stipend in her company’s employee benefits to pay for out-of-state abortion. She calls the benefit an addition to the family-friendly core values of her …,https://www.dailycamera.com/2022/09/04/how-colorados-abortion-access-could-impact-businesses-in-boulder-county/,https://www.dailycamera.com/wp-content/uploads/2022/05/DCC-L-Choice1091.jpg?w=1024&h=826,2022-09-04T14:31:01Z,Business owner Angela Wilson hopes to add a stipend in her companys employee benefits to pay for out-of-state abortion. She calls the benefit an addition to the family-friendly core values of her com… [+11374 chars],ok,326,,The Daily Camera
61,admin,i4 eDrive40 Owner Tested Highway Mileage = 334 Miles,First i4 eDrive40 highway trip (short) mileage / energy usage = 334 miles range,https://bmwi.bimmerpost.com/forums/showthread.php?t=1951086,https://www.bimmerpost.com/storyimages/48c44246-be12-8585.jpg,2022-09-04T15:02:57Z,"After a few weeks of eDrive40 ownership we took the i4 on a (short) trip from Phx metro to Tucson, est. RT ~ 250 mi. Destination was son’s soccer game so we had a hard arrival time and only budgeted … [+4038 chars]",ok,326,,Bimmerpost.com
62,,"China Autonomous Driving and Cockpit Domain Control Unit (DCU) Industry Report 2022: Exploration of Five Business Models, Tier1, Tier0.5, Tier1.5 or ODM - ResearchAndMarkets.com","DUBLIN--(BUSINESS WIRE)--The ""Autonomous Driving and Cockpit Domain Control Unit (DCU) Industry Report, 2022 (I)"" report has been added to ResearchAndMarkets.com's offering. Domain Controller Research: Exploration of Five Business Models, Tier1, Tier0.5, Tier…",https://www.businesswire.com/news/home/20220906005602/en/China-Autonomous-Driving-and-Cockpit-Domain-Control-Unit-DCU-Industry-Report-2022-Exploration-of-Five-Business-Models-Tier1-Tier0.5-Tier1.5-or-ODM---ResearchAndMarkets.com,https://mms.businesswire.com/media/20220906005602/en/1561925/23/logo.jpg,2022-09-06T11:11:52Z,"DUBLIN--(BUSINESS WIRE)--The ""Autonomous Driving and Cockpit Domain Control Unit (DCU) Industry Report, 2022 (I)"" report has been added to ResearchAndMarkets.com's offering.
Domain Controller Resear… [+6291 chars]",ok,326,,Business Wire
63,Joel Kotkin,Electric Car Mandates Latest Frontier of Elites War on Middle Class,"California is working overtime to prove something that is obvious to most middle-class Americans: Electric vehicle mandates are something of a scam.

A week ago, California announced it would ban the sale of new gas-powered cars by 2035—only to beg residents …",http://www.newgeography.com/content/007566-electric-car-mandates-latest-frontier-elites-war-middle-class,,2022-09-05T00:28:58Z,"California is working overtime to prove something that is obvious to most middle-class Americans: Electric vehicle mandates are something of a scam.
A week ago, California announced it would ban the… [+3172 chars]",ok,326,,Newgeography.com
64,Carey Nieuwhof,3 Rules That Will Help You Stop Gossip Dead In Its Tracks In Your Church,"Many Christians will treat sexual sin like it’s the worst of sins, but then gossip about sexual sin as though they did nothing wrong. Nothing could be further from the truth. If you think back on your leadership, gossip is one of the most pernicious and perva…",https://careynieuwhof.com/3-rules-that-will-help-you-stop-gossip-dead-in-its-tracks-in-your-church/,https://149798627.v2.pressablecdn.com/wp-content/uploads/2022/08/shutterstock_1868351077-1024x640.jpg,2022-09-05T03:59:00Z,"Many Christians will treat sexual sin like it’s the worst of sins, but then gossip about sexual sin as though they did nothing wrong. Nothing could be further from the truth. 
If you think back on y… [+7971 chars]",ok,326,,Careynieuwhof.com
65,Andrew J. Hawkins,Buick offers to buy out dealers who don’t want to make the switch to electric cars,Buick is offering to buy out franchise dealers who don’t want to make the investment to shift to electric vehicle sales. The GM brand is switching to EV-only sales by 2030.,https://www.theverge.com/2022/9/6/23339031/buick-buyout-dealer-ev-only-2030-gm,https://cdn.vox-cdn.com/thumbor/1wkyffozZ7AHFyAs2A-L1LHZP6Y=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/23599811/Buick_Wildcat_AP3_6399.jpg,2022-09-06T14:26:37Z,"The brand is shifting to EV-only sales by 2030
Photo: Buick
Buick is offering to buy out dealers who dont want to make the necessary investments to upgrade to electric vehicles, The Wall Street Jou… [+2629 chars]",ok,326,the-verge,The Verge
66,Cavenagh Research,Aurora Innovation: CEO Hints Possible Sale To Apple Or Microsoft,Aurora Innovation's internal memo hinted on Apple and Microsoft as potential acquirers. Read more to see why I rate AUR stock a speculative buy.,https://seekingalpha.com/article/4538984-aurora-innovation-possible-sale-apple-or-microsoft,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1351045479/image_1351045479.jpg?io=getty-c-w750,2022-09-05T11:14:50Z,"gorodenkoff
Thesis
 Aurora Innovation (NASDAQ:AUR) stock surged as much as 25% on Friday, 2nd September, after a company-internal memo hinted on Apple (AAPL) and Microsoft (MSFT) as potential acqui… [+5583 chars]",ok,326,,Seeking Alpha
